Execution Time,Success
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.720473400000003,1.0
8.884264900000002,1.0
15.63731,1.0
19.3828546,1.0
0.0,0.0
8.216040399999997,1.0
0.0,0.0
5.798187599999992,1.0
0.0,0.0
0.0,0.0
0.0,0.0
7.942902200000006,1.0
6.832519200000007,1.0
0.0,0.0
0.0,0.0
0.0,0.0
8.119349999999997,1.0
18.138227400000005,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.798176699999999,1.0
6.945343799999989,1.0
0.0,0.0
0.0,0.0
0.0,0.0
5.734206799999981,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5.936725899999999,1.0
5.936725899999999,0.0
9.130906699999995,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.485758400000009,1.0
8.485758400000009,0.0
8.485758400000009,0.0
0.0,0.0
7.145159699999965,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.512241700000004,1.0
0.0,0.0
4.947021600000028,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.739752500000009,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9.405380300000049,1.0
8.231753099999992,1.0
0.0,0.0
0.0,0.0
0.0,0.0
7.613168400000006,1.0
0.0,0.0
8.130365900000015,1.0
8.130365900000015,0.0
8.130365900000015,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.346796999999981,1.0
0.0,0.0
8.094475999999986,1.0
0.0,0.0
0.0,0.0
8.202318400000024,1.0
0.0,0.0
0.0,0.0
6.046666800000025,1.0
0.0,0.0
6.494685199999935,1.0
